"Record ID","Date and Time (SLT)","Temperature (C)","Humidity (%)","Air Quality (Gas)","Temperature Status","Humidity Status","Air Quality Status",Source,"Motor ON (Sprinkler)","Motor Run Time (sec)","Fan ON (Cooling)","Fan Run Time (sec)","Trigger Reason","Device ID",Notes
795,"2026-03-23 22:42:42",33.10,71.00,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,3827,temperature,ESP32-ZONE-A,
796,"2026-03-23 22:42:58",33.00,70.70,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,3844,temperature,ESP32-ZONE-A,
797,"2026-03-23 22:43:15",33.00,70.70,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,3860,temperature,ESP32-ZONE-A,
798,"2026-03-23 22:43:32",33.00,70.60,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,3877,temperature,ESP32-ZONE-A,
799,"2026-03-23 22:43:48",33.00,70.50,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,3893,temperature,ESP32-ZONE-A,
800,"2026-03-23 22:44:05",33.00,70.50,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,3910,temperature,ESP32-ZONE-A,
801,"2026-03-23 22:44:21",33.00,70.50,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,3926,temperature,ESP32-ZONE-A,
802,"2026-03-23 22:44:38",33.00,70.60,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,3943,temperature,ESP32-ZONE-A,
803,"2026-03-23 22:44:55",33.00,70.40,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,3960,temperature,ESP32-ZONE-A,
804,"2026-03-23 22:45:11",33.00,70.60,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,3977,temperature,ESP32-ZONE-A,
805,"2026-03-23 22:45:28",33.00,70.70,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,3993,temperature,ESP32-ZONE-A,
806,"2026-03-23 22:45:45",33.00,70.70,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,4010,temperature,ESP32-ZONE-A,
807,"2026-03-23 22:46:02",33.00,70.70,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,4027,temperature,ESP32-ZONE-A,
808,"2026-03-23 22:46:19",33.00,70.60,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,4044,temperature,ESP32-ZONE-A,
809,"2026-03-23 22:46:35",33.00,70.60,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,4060,temperature,ESP32-ZONE-A,
810,"2026-03-23 22:46:52",33.00,70.50,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,4077,temperature,ESP32-ZONE-A,
811,"2026-03-23 22:47:09",33.00,70.50,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,4094,temperature,ESP32-ZONE-A,
812,"2026-03-23 22:47:26",33.00,70.60,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,4111,temperature,ESP32-ZONE-A,
813,"2026-03-23 22:47:42",33.00,70.60,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,4127,temperature,ESP32-ZONE-A,
814,"2026-03-23 22:47:59",33.10,70.60,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,4144,temperature,ESP32-ZONE-A,
815,"2026-03-23 22:48:16",33.00,70.50,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,4161,temperature,ESP32-ZONE-A,
816,"2026-03-23 22:48:33",33.00,70.40,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,4178,temperature,ESP32-ZONE-A,
817,"2026-03-23 22:48:50",33.00,70.40,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,4194,temperature,ESP32-ZONE-A,
818,"2026-03-23 22:49:06",33.00,70.40,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,4211,temperature,ESP32-ZONE-A,
819,"2026-03-23 22:49:23",33.00,70.40,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,4228,temperature,ESP32-ZONE-A,
820,"2026-03-23 22:49:40",33.10,70.40,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,4245,temperature,ESP32-ZONE-A,
821,"2026-03-23 22:49:57",33.00,70.40,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,4262,temperature,ESP32-ZONE-A,
822,"2026-03-23 22:50:13",33.10,70.40,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,4278,temperature,ESP32-ZONE-A,
823,"2026-03-23 22:50:30",33.10,70.30,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,4295,temperature,ESP32-ZONE-A,
824,"2026-03-23 22:50:47",33.10,70.30,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,4312,temperature,ESP32-ZONE-A,
825,"2026-03-23 22:51:03",33.00,70.20,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,4328,temperature,ESP32-ZONE-A,
826,"2026-03-23 22:51:20",33.00,70.20,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,4345,temperature,ESP32-ZONE-A,
827,"2026-03-23 22:51:37",33.10,70.30,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,4362,temperature,ESP32-ZONE-A,
828,"2026-03-23 22:51:53",33.10,70.30,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,4378,temperature,ESP32-ZONE-A,
829,"2026-03-23 22:52:10",33.00,70.20,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,4395,temperature,ESP32-ZONE-A,
830,"2026-03-23 22:52:27",33.00,70.30,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,4412,temperature,ESP32-ZONE-A,
831,"2026-03-23 22:52:43",33.00,70.20,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,4428,temperature,ESP32-ZONE-A,
832,"2026-03-23 22:53:00",33.10,70.30,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,4445,temperature,ESP32-ZONE-A,
833,"2026-03-23 22:53:17",33.10,70.30,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,4462,temperature,ESP32-ZONE-A,
834,"2026-03-23 22:53:33",33.00,70.30,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,4478,temperature,ESP32-ZONE-A,
835,"2026-03-23 22:53:50",33.00,70.30,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,4495,temperature,ESP32-ZONE-A,
836,"2026-03-23 22:54:07",33.10,70.20,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,4512,temperature,ESP32-ZONE-A,
837,"2026-03-23 22:54:23",33.00,70.30,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,4528,temperature,ESP32-ZONE-A,
838,"2026-03-23 22:54:40",33.00,70.20,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,4545,temperature,ESP32-ZONE-A,
839,"2026-03-23 22:54:57",33.10,70.10,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,4562,temperature,ESP32-ZONE-A,
840,"2026-03-23 22:55:14",33.00,70.20,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,4579,temperature,ESP32-ZONE-A,
841,"2026-03-23 22:55:30",33.10,70.30,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,4595,temperature,ESP32-ZONE-A,
842,"2026-03-23 22:55:47",33.10,70.20,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,4612,temperature,ESP32-ZONE-A,
843,"2026-03-23 22:56:03",33.00,70.20,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,4629,temperature,ESP32-ZONE-A,
844,"2026-03-23 22:56:20",33.00,70.10,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,4645,temperature,ESP32-ZONE-A,
845,"2026-03-23 22:56:37",33.00,70.00,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,4662,temperature,ESP32-ZONE-A,
846,"2026-03-23 22:56:53",33.10,70.10,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,4678,temperature,ESP32-ZONE-A,
847,"2026-03-23 22:57:10",33.00,70.20,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,4695,temperature,ESP32-ZONE-A,
848,"2026-03-23 22:57:27",33.10,70.10,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,4712,temperature,ESP32-ZONE-A,
849,"2026-03-23 22:57:43",33.00,70.10,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,4729,temperature,ESP32-ZONE-A,
850,"2026-03-23 22:58:00",33.10,70.20,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,4745,temperature,ESP32-ZONE-A,
851,"2026-03-23 22:58:17",33.10,70.30,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,4762,temperature,ESP32-ZONE-A,
852,"2026-03-23 22:58:33",33.10,70.30,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,4779,temperature,ESP32-ZONE-A,
853,"2026-03-23 22:58:50",33.10,70.20,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,4795,temperature,ESP32-ZONE-A,
854,"2026-03-23 22:59:07",33.00,70.10,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,4812,temperature,ESP32-ZONE-A,
855,"2026-03-23 22:59:24",33.10,70.10,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,4829,temperature,ESP32-ZONE-A,
856,"2026-03-23 22:59:40",33.10,70.20,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,4845,temperature,ESP32-ZONE-A,
857,"2026-03-23 22:59:57",33.10,70.20,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,4862,temperature,ESP32-ZONE-A,
858,"2026-03-23 23:00:14",33.10,70.10,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,4879,temperature,ESP32-ZONE-A,
859,"2026-03-23 23:00:30",33.00,70.20,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,4895,temperature,ESP32-ZONE-A,
860,"2026-03-23 23:00:47",33.10,70.20,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,4912,temperature,ESP32-ZONE-A,
861,"2026-03-23 23:01:04",33.00,70.10,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,4929,temperature,ESP32-ZONE-A,
862,"2026-03-23 23:01:20",33.00,70.20,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,4945,temperature,ESP32-ZONE-A,
863,"2026-03-23 23:01:37",33.00,70.10,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,4962,temperature,ESP32-ZONE-A,
864,"2026-03-23 23:01:56",33.10,70.10,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,4979,temperature,ESP32-ZONE-A,
865,"2026-03-23 23:02:11",33.00,70.00,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,4996,temperature,ESP32-ZONE-A,
866,"2026-03-23 23:02:27",33.10,70.00,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,5013,temperature,ESP32-ZONE-A,
867,"2026-03-23 23:02:44",33.10,70.00,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,5029,temperature,ESP32-ZONE-A,
868,"2026-03-23 23:03:01",33.10,70.00,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,5046,temperature,ESP32-ZONE-A,
869,"2026-03-23 23:03:17",33.10,70.00,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,5063,temperature,ESP32-ZONE-A,
870,"2026-03-23 23:03:34",33.10,70.00,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,5079,temperature,ESP32-ZONE-A,
871,"2026-03-23 23:03:51",33.10,69.80,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,5096,temperature,ESP32-ZONE-A,
872,"2026-03-23 23:04:08",33.10,69.90,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,5113,temperature,ESP32-ZONE-A,
873,"2026-03-23 23:04:25",33.10,69.90,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,5130,temperature,ESP32-ZONE-A,
874,"2026-03-23 23:04:42",33.10,69.80,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,5147,temperature,ESP32-ZONE-A,
875,"2026-03-23 23:04:58",33.10,69.90,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,5163,temperature,ESP32-ZONE-A,
876,"2026-03-23 23:05:15",33.10,70.00,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,5180,temperature,ESP32-ZONE-A,
877,"2026-03-23 23:05:31",33.10,69.90,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,5197,temperature,ESP32-ZONE-A,
878,"2026-03-23 23:05:48",33.10,70.00,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,5213,temperature,ESP32-ZONE-A,
879,"2026-03-23 23:06:05",33.10,70.00,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,5230,temperature,ESP32-ZONE-A,
880,"2026-03-23 23:06:22",33.10,70.10,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,5247,temperature,ESP32-ZONE-A,
881,"2026-03-23 23:06:38",33.10,70.10,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,5264,temperature,ESP32-ZONE-A,
882,"2026-03-23 23:06:55",33.00,70.00,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,5280,temperature,ESP32-ZONE-A,
883,"2026-03-23 23:07:12",33.10,70.00,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,5297,temperature,ESP32-ZONE-A,
884,"2026-03-23 23:07:29",33.00,69.90,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,5314,temperature,ESP32-ZONE-A,
885,"2026-03-23 23:07:45",33.10,69.90,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,5330,temperature,ESP32-ZONE-A,
886,"2026-03-23 23:08:02",33.00,70.00,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,5347,temperature,ESP32-ZONE-A,
887,"2026-03-23 23:08:19",33.00,70.00,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,5364,temperature,ESP32-ZONE-A,
888,"2026-03-23 23:08:36",33.10,69.90,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,5380,temperature,ESP32-ZONE-A,
889,"2026-03-23 23:08:52",33.10,69.90,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,5397,temperature,ESP32-ZONE-A,
890,"2026-03-23 23:09:09",33.00,69.90,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,5414,temperature,ESP32-ZONE-A,
891,"2026-03-23 23:09:26",33.10,69.70,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,5431,temperature,ESP32-ZONE-A,
892,"2026-03-23 23:09:42",33.10,69.90,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,5447,temperature,ESP32-ZONE-A,
893,"2026-03-23 23:09:59",33.10,69.90,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,5464,temperature,ESP32-ZONE-A,
894,"2026-03-23 23:10:16",33.00,69.80,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,5481,temperature,ESP32-ZONE-A,
895,"2026-03-23 23:10:33",33.00,69.80,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,5498,temperature,ESP32-ZONE-A,
896,"2026-03-23 23:10:49",33.00,69.70,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,5514,temperature,ESP32-ZONE-A,
897,"2026-03-23 23:11:06",33.00,69.90,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,5531,temperature,ESP32-ZONE-A,
898,"2026-03-23 23:11:23",33.00,69.80,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,5548,temperature,ESP32-ZONE-A,
899,"2026-03-23 23:11:40",33.00,69.80,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,5565,temperature,ESP32-ZONE-A,
900,"2026-03-23 23:11:56",33.10,69.90,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,5581,temperature,ESP32-ZONE-A,
901,"2026-03-23 23:12:13",33.00,69.90,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,5598,temperature,ESP32-ZONE-A,
902,"2026-03-23 23:12:30",33.00,69.90,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,5615,temperature,ESP32-ZONE-A,
903,"2026-03-23 23:12:47",33.00,70.00,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,5632,temperature,ESP32-ZONE-A,
904,"2026-03-23 23:13:03",33.00,69.90,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,5648,temperature,ESP32-ZONE-A,
905,"2026-03-23 23:13:20",33.00,70.00,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,5665,temperature,ESP32-ZONE-A,
906,"2026-03-23 23:13:37",33.00,69.90,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,5682,temperature,ESP32-ZONE-A,
907,"2026-03-23 23:13:54",33.00,70.00,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,5699,temperature,ESP32-ZONE-A,
908,"2026-03-23 23:14:10",33.00,70.00,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,5715,temperature,ESP32-ZONE-A,
909,"2026-03-23 23:14:27",33.00,70.00,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,5732,temperature,ESP32-ZONE-A,
910,"2026-03-23 23:14:44",33.00,70.00,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,5749,temperature,ESP32-ZONE-A,
911,"2026-03-23 23:15:01",33.00,70.00,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,5765,temperature,ESP32-ZONE-A,
912,"2026-03-23 23:15:17",33.00,69.90,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,5782,temperature,ESP32-ZONE-A,
913,"2026-03-23 23:15:34",33.00,70.00,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,5799,temperature,ESP32-ZONE-A,
914,"2026-03-23 23:15:51",33.00,69.90,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,5816,temperature,ESP32-ZONE-A,
915,"2026-03-23 23:16:08",33.00,70.00,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,5833,temperature,ESP32-ZONE-A,
916,"2026-03-23 23:16:24",33.00,70.00,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,5849,temperature,ESP32-ZONE-A,
917,"2026-03-23 23:16:41",33.00,70.10,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,5866,temperature,ESP32-ZONE-A,
918,"2026-03-23 23:16:58",33.00,70.20,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,5883,temperature,ESP32-ZONE-A,
919,"2026-03-23 23:17:15",32.90,70.10,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,5900,temperature,ESP32-ZONE-A,
920,"2026-03-23 23:17:31",32.90,70.10,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,5916,temperature,ESP32-ZONE-A,
921,"2026-03-23 23:17:48",32.90,70.20,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,5933,temperature,ESP32-ZONE-A,
922,"2026-03-23 23:18:05",32.90,70.10,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,5950,temperature,ESP32-ZONE-A,
923,"2026-03-23 23:18:22",32.90,70.20,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,5967,temperature,ESP32-ZONE-A,
924,"2026-03-23 23:18:38",32.90,70.30,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,5983,temperature,ESP32-ZONE-A,
925,"2026-03-23 23:18:55",32.90,70.20,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,6000,temperature,ESP32-ZONE-A,
926,"2026-03-23 23:19:12",32.90,70.10,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,6017,temperature,ESP32-ZONE-A,
927,"2026-03-23 23:19:28",32.90,70.10,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,6033,temperature,ESP32-ZONE-A,
928,"2026-03-23 23:19:45",32.90,70.10,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,6050,temperature,ESP32-ZONE-A,
929,"2026-03-23 23:20:02",32.90,70.20,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,6067,temperature,ESP32-ZONE-A,
930,"2026-03-23 23:20:18",32.90,70.20,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,6084,temperature,ESP32-ZONE-A,
931,"2026-03-23 23:20:35",32.90,70.10,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,6100,temperature,ESP32-ZONE-A,
932,"2026-03-23 23:20:52",32.90,70.30,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,6117,temperature,ESP32-ZONE-A,
933,"2026-03-23 23:21:09",32.90,70.20,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,6134,temperature,ESP32-ZONE-A,
934,"2026-03-23 23:21:26",32.90,70.30,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,6151,temperature,ESP32-ZONE-A,
935,"2026-03-23 23:21:42",32.80,70.30,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,6167,temperature,ESP32-ZONE-A,
936,"2026-03-23 23:21:59",32.80,70.20,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,6184,temperature,ESP32-ZONE-A,
937,"2026-03-23 23:22:16",32.90,70.40,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,6201,temperature,ESP32-ZONE-A,
938,"2026-03-23 23:22:33",32.90,70.60,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,6218,temperature,ESP32-ZONE-A,
939,"2026-03-23 23:22:49",32.90,70.50,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,6234,temperature,ESP32-ZONE-A,
940,"2026-03-23 23:23:06",32.90,70.60,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,6251,temperature,ESP32-ZONE-A,
941,"2026-03-23 23:23:23",32.90,70.40,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,6268,temperature,ESP32-ZONE-A,
942,"2026-03-23 23:23:39",32.80,70.30,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,6284,temperature,ESP32-ZONE-A,
943,"2026-03-23 23:23:56",32.90,70.40,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,6301,temperature,ESP32-ZONE-A,
944,"2026-03-23 23:24:13",32.90,70.40,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,6318,temperature,ESP32-ZONE-A,
945,"2026-03-23 23:24:30",32.90,70.40,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,6335,temperature,ESP32-ZONE-A,
946,"2026-03-23 23:24:46",32.90,70.40,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,6351,temperature,ESP32-ZONE-A,
947,"2026-03-23 23:25:03",32.90,70.30,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,6368,temperature,ESP32-ZONE-A,
948,"2026-03-23 23:25:20",32.90,70.20,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,6385,temperature,ESP32-ZONE-A,
949,"2026-03-23 23:25:36",32.90,70.20,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,6402,temperature,ESP32-ZONE-A,
950,"2026-03-23 23:25:53",32.90,70.30,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,6418,temperature,ESP32-ZONE-A,
951,"2026-03-23 23:26:10",32.90,70.20,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,6435,temperature,ESP32-ZONE-A,
952,"2026-03-23 23:26:27",32.90,70.20,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,6452,temperature,ESP32-ZONE-A,
953,"2026-03-23 23:26:43",32.90,70.20,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,6468,temperature,ESP32-ZONE-A,
954,"2026-03-23 23:27:00",32.90,70.20,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,6485,temperature,ESP32-ZONE-A,
955,"2026-03-23 23:27:17",32.90,70.10,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,6502,temperature,ESP32-ZONE-A,
956,"2026-03-23 23:27:34",32.90,70.20,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,6519,temperature,ESP32-ZONE-A,
957,"2026-03-23 23:27:50",32.90,70.10,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,6535,temperature,ESP32-ZONE-A,
958,"2026-03-23 23:28:07",32.90,70.10,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,6552,temperature,ESP32-ZONE-A,
959,"2026-03-23 23:28:24",32.90,70.00,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,6569,temperature,ESP32-ZONE-A,
960,"2026-03-23 23:28:41",32.90,70.10,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,6586,temperature,ESP32-ZONE-A,
961,"2026-03-23 23:28:57",32.90,70.00,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,6602,temperature,ESP32-ZONE-A,
962,"2026-03-23 23:29:14",32.90,70.10,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,6619,temperature,ESP32-ZONE-A,
963,"2026-03-23 23:29:31",32.90,70.00,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,6636,temperature,ESP32-ZONE-A,
964,"2026-03-23 23:29:48",32.90,70.00,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,6653,temperature,ESP32-ZONE-A,
965,"2026-03-23 23:30:05",32.90,70.00,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,6669,temperature,ESP32-ZONE-A,
966,"2026-03-23 23:30:19",32.90,70.10,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,6685,temperature,ESP32-ZONE-A,
967,"2026-03-23 23:30:36",32.90,70.20,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,6701,temperature,ESP32-ZONE-A,
968,"2026-03-23 23:30:53",32.90,70.10,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,6718,temperature,ESP32-ZONE-A,
969,"2026-03-23 23:31:10",32.90,70.20,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,6735,temperature,ESP32-ZONE-A,
970,"2026-03-23 23:31:26",32.90,70.00,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,6751,temperature,ESP32-ZONE-A,
971,"2026-03-23 23:31:43",32.90,70.00,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,6768,temperature,ESP32-ZONE-A,
972,"2026-03-23 23:32:00",32.90,69.80,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,6785,temperature,ESP32-ZONE-A,
973,"2026-03-23 23:32:16",32.90,69.80,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,6802,temperature,ESP32-ZONE-A,
974,"2026-03-23 23:32:33",32.90,70.00,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,6818,temperature,ESP32-ZONE-A,
