"Record ID","Date and Time (SLT)","Temperature (C)","Humidity (%)","Air Quality (Gas)","Temperature Status","Humidity Status","Air Quality Status",Source,"Motor ON (Sprinkler)","Motor Run Time (sec)","Fan ON (Cooling)","Fan Run Time (sec)","Trigger Reason","Device ID",Notes
433,"2026-03-23 20:40:36",31.90,73.90,0,NORMAL,NORMAL,NORMAL,Automatic,OFF,0,OFF,0,none,ESP32-ZONE-A,
434,"2026-03-23 20:40:53",31.80,74.00,0,NORMAL,NORMAL,NORMAL,Automatic,OFF,0,OFF,0,none,ESP32-ZONE-A,
435,"2026-03-23 20:41:10",31.80,74.10,0,NORMAL,NORMAL,NORMAL,Automatic,OFF,0,OFF,0,none,ESP32-ZONE-A,
436,"2026-03-23 20:41:27",31.80,74.10,0,NORMAL,NORMAL,NORMAL,Automatic,OFF,0,OFF,0,none,ESP32-ZONE-A,
437,"2026-03-23 20:41:43",31.80,74.30,0,NORMAL,NORMAL,NORMAL,Automatic,OFF,0,OFF,0,none,ESP32-ZONE-A,
438,"2026-03-23 20:42:00",31.70,74.20,0,NORMAL,NORMAL,NORMAL,Automatic,OFF,0,OFF,0,none,ESP32-ZONE-A,
439,"2026-03-23 20:42:17",31.70,74.20,0,NORMAL,NORMAL,NORMAL,Automatic,OFF,0,OFF,0,none,ESP32-ZONE-A,
440,"2026-03-23 20:42:33",31.70,74.30,0,NORMAL,NORMAL,NORMAL,Automatic,OFF,0,OFF,0,none,ESP32-ZONE-A,
441,"2026-03-23 20:42:50",31.70,74.40,0,NORMAL,NORMAL,NORMAL,Automatic,OFF,0,OFF,0,none,ESP32-ZONE-A,
442,"2026-03-23 20:43:07",31.70,74.50,0,NORMAL,NORMAL,NORMAL,Automatic,OFF,0,OFF,0,none,ESP32-ZONE-A,
443,"2026-03-23 20:43:24",31.70,74.60,0,NORMAL,NORMAL,NORMAL,Automatic,OFF,0,OFF,0,none,ESP32-ZONE-A,
444,"2026-03-23 20:43:40",31.70,74.50,0,NORMAL,NORMAL,NORMAL,Automatic,OFF,0,OFF,0,none,ESP32-ZONE-A,
445,"2026-03-23 20:43:57",31.70,74.50,0,NORMAL,NORMAL,NORMAL,Automatic,OFF,0,OFF,0,none,ESP32-ZONE-A,
446,"2026-03-23 20:44:14",31.70,74.50,0,NORMAL,NORMAL,NORMAL,Automatic,OFF,0,OFF,0,none,ESP32-ZONE-A,
447,"2026-03-23 20:44:31",31.70,74.50,0,NORMAL,NORMAL,NORMAL,Automatic,OFF,0,OFF,0,none,ESP32-ZONE-A,
448,"2026-03-23 20:44:47",31.70,74.40,0,NORMAL,NORMAL,NORMAL,Automatic,OFF,0,OFF,0,none,ESP32-ZONE-A,
449,"2026-03-23 20:45:04",31.70,74.50,0,NORMAL,NORMAL,NORMAL,Automatic,OFF,0,OFF,0,none,ESP32-ZONE-A,
450,"2026-03-23 20:45:21",31.70,74.40,0,NORMAL,NORMAL,NORMAL,Automatic,OFF,0,OFF,0,none,ESP32-ZONE-A,
451,"2026-03-23 20:45:37",31.70,74.40,0,NORMAL,NORMAL,NORMAL,Automatic,OFF,0,OFF,0,none,ESP32-ZONE-A,
452,"2026-03-23 20:45:54",31.70,74.60,0,NORMAL,NORMAL,NORMAL,Automatic,OFF,0,OFF,0,none,ESP32-ZONE-A,
453,"2026-03-23 20:46:11",31.70,74.60,0,NORMAL,NORMAL,NORMAL,Automatic,OFF,0,OFF,0,none,ESP32-ZONE-A,
454,"2026-03-23 20:46:27",31.70,74.60,0,NORMAL,NORMAL,NORMAL,Automatic,OFF,0,OFF,0,none,ESP32-ZONE-A,
455,"2026-03-23 20:46:44",31.70,74.90,0,NORMAL,NORMAL,NORMAL,Automatic,OFF,0,OFF,0,none,ESP32-ZONE-A,
456,"2026-03-23 20:47:01",31.70,74.70,0,NORMAL,NORMAL,NORMAL,Automatic,OFF,0,OFF,0,none,ESP32-ZONE-A,
457,"2026-03-23 20:47:18",31.70,74.80,0,NORMAL,NORMAL,NORMAL,Automatic,OFF,0,OFF,0,none,ESP32-ZONE-A,
458,"2026-03-23 20:47:34",31.70,74.80,0,NORMAL,NORMAL,NORMAL,Automatic,OFF,0,OFF,0,none,ESP32-ZONE-A,
459,"2026-03-23 20:47:51",31.70,74.80,0,NORMAL,NORMAL,NORMAL,Automatic,OFF,0,OFF,0,none,ESP32-ZONE-A,
460,"2026-03-23 20:48:08",31.70,74.80,0,NORMAL,NORMAL,NORMAL,Automatic,OFF,0,OFF,0,none,ESP32-ZONE-A,
461,"2026-03-23 20:48:24",31.70,74.80,0,NORMAL,NORMAL,NORMAL,Automatic,OFF,0,OFF,0,none,ESP32-ZONE-A,
462,"2026-03-23 20:48:41",31.70,74.70,0,NORMAL,NORMAL,NORMAL,Automatic,OFF,0,OFF,0,none,ESP32-ZONE-A,
463,"2026-03-23 20:48:58",31.60,74.80,0,NORMAL,NORMAL,NORMAL,Automatic,OFF,0,OFF,0,none,ESP32-ZONE-A,
464,"2026-03-23 20:49:14",31.60,74.70,0,NORMAL,NORMAL,NORMAL,Automatic,OFF,0,OFF,0,none,ESP32-ZONE-A,
465,"2026-03-23 20:49:31",31.60,74.80,0,NORMAL,NORMAL,NORMAL,Automatic,OFF,0,OFF,0,none,ESP32-ZONE-A,
466,"2026-03-23 20:49:48",31.60,74.80,0,NORMAL,NORMAL,NORMAL,Automatic,OFF,0,OFF,0,none,ESP32-ZONE-A,
467,"2026-03-23 20:50:05",31.60,74.90,0,NORMAL,NORMAL,NORMAL,Automatic,OFF,0,OFF,0,none,ESP32-ZONE-A,
468,"2026-03-23 20:50:22",31.60,74.80,0,NORMAL,NORMAL,NORMAL,Automatic,OFF,0,OFF,0,none,ESP32-ZONE-A,
469,"2026-03-23 20:50:38",31.60,74.80,0,NORMAL,NORMAL,NORMAL,Automatic,OFF,0,OFF,0,none,ESP32-ZONE-A,
470,"2026-03-23 20:50:55",31.60,74.90,0,NORMAL,NORMAL,NORMAL,Automatic,OFF,0,OFF,0,none,ESP32-ZONE-A,
471,"2026-03-23 20:51:12",31.60,74.90,0,NORMAL,NORMAL,NORMAL,Automatic,OFF,0,OFF,0,none,ESP32-ZONE-A,
472,"2026-03-23 20:51:29",31.60,74.90,0,NORMAL,NORMAL,NORMAL,Automatic,OFF,0,OFF,0,none,ESP32-ZONE-A,
473,"2026-03-23 20:51:45",31.50,75.00,0,NORMAL,NORMAL,NORMAL,Automatic,OFF,0,OFF,0,none,ESP32-ZONE-A,
474,"2026-03-23 20:52:02",31.50,75.00,0,NORMAL,NORMAL,NORMAL,Automatic,OFF,0,OFF,0,none,ESP32-ZONE-A,
475,"2026-03-23 20:52:19",31.50,75.00,0,NORMAL,NORMAL,NORMAL,Automatic,OFF,0,OFF,0,none,ESP32-ZONE-A,
476,"2026-03-23 20:52:36",31.60,75.00,0,NORMAL,NORMAL,NORMAL,Automatic,OFF,0,OFF,0,none,ESP32-ZONE-A,
477,"2026-03-23 20:52:53",31.50,75.00,0,NORMAL,NORMAL,NORMAL,Automatic,OFF,0,OFF,0,none,ESP32-ZONE-A,
478,"2026-03-23 20:53:09",31.50,75.00,0,NORMAL,NORMAL,NORMAL,Automatic,OFF,0,OFF,0,none,ESP32-ZONE-A,
479,"2026-03-23 20:53:26",31.50,75.00,0,NORMAL,NORMAL,NORMAL,Automatic,OFF,0,OFF,0,none,ESP32-ZONE-A,
480,"2026-03-23 20:53:42",31.50,75.00,0,NORMAL,NORMAL,NORMAL,Automatic,OFF,0,OFF,0,none,ESP32-ZONE-A,
481,"2026-03-23 20:53:59",31.50,75.00,0,NORMAL,NORMAL,NORMAL,Automatic,OFF,0,OFF,0,none,ESP32-ZONE-A,
482,"2026-03-23 20:54:16",31.50,75.10,0,NORMAL,NORMAL,NORMAL,Automatic,OFF,0,OFF,0,none,ESP32-ZONE-A,
483,"2026-03-23 20:54:32",31.50,75.20,0,NORMAL,NORMAL,NORMAL,Automatic,OFF,0,OFF,0,none,ESP32-ZONE-A,
484,"2026-03-23 20:54:49",31.50,75.20,0,NORMAL,NORMAL,NORMAL,Automatic,OFF,0,OFF,0,none,ESP32-ZONE-A,
485,"2026-03-23 20:55:06",31.50,75.20,0,NORMAL,NORMAL,NORMAL,Automatic,OFF,0,OFF,0,none,ESP32-ZONE-A,
486,"2026-03-23 20:55:22",31.50,75.20,0,NORMAL,NORMAL,NORMAL,Automatic,OFF,0,OFF,0,none,ESP32-ZONE-A,
487,"2026-03-23 20:55:39",31.50,75.20,0,NORMAL,NORMAL,NORMAL,Automatic,OFF,0,OFF,0,none,ESP32-ZONE-A,
488,"2026-03-23 20:55:56",31.50,75.30,0,NORMAL,NORMAL,NORMAL,Automatic,OFF,0,OFF,0,none,ESP32-ZONE-A,
489,"2026-03-23 20:56:13",31.50,75.20,0,NORMAL,NORMAL,NORMAL,Automatic,OFF,0,OFF,0,none,ESP32-ZONE-A,
490,"2026-03-23 20:56:29",31.50,75.20,0,NORMAL,NORMAL,NORMAL,Automatic,OFF,0,OFF,0,none,ESP32-ZONE-A,
491,"2026-03-23 20:56:46",31.50,75.20,0,NORMAL,NORMAL,NORMAL,Automatic,OFF,0,OFF,0,none,ESP32-ZONE-A,
492,"2026-03-23 20:57:03",31.50,75.10,0,NORMAL,NORMAL,NORMAL,Automatic,OFF,0,OFF,0,none,ESP32-ZONE-A,
493,"2026-03-23 20:57:19",31.50,75.20,0,NORMAL,NORMAL,NORMAL,Automatic,OFF,0,OFF,0,none,ESP32-ZONE-A,
494,"2026-03-23 20:57:36",31.50,75.40,0,NORMAL,NORMAL,NORMAL,Automatic,OFF,0,OFF,0,none,ESP32-ZONE-A,
495,"2026-03-23 20:57:53",31.50,75.30,0,NORMAL,NORMAL,NORMAL,Automatic,OFF,0,OFF,0,none,ESP32-ZONE-A,
496,"2026-03-23 20:58:10",31.50,75.40,0,NORMAL,NORMAL,NORMAL,Automatic,OFF,0,OFF,0,none,ESP32-ZONE-A,
497,"2026-03-23 20:58:26",31.50,75.30,0,NORMAL,NORMAL,NORMAL,Automatic,OFF,0,OFF,0,none,ESP32-ZONE-A,
498,"2026-03-23 20:58:43",31.50,75.40,0,NORMAL,NORMAL,NORMAL,Automatic,OFF,0,OFF,0,none,ESP32-ZONE-A,
499,"2026-03-23 20:59:00",31.40,75.30,0,NORMAL,NORMAL,NORMAL,Automatic,OFF,0,OFF,0,none,ESP32-ZONE-A,
500,"2026-03-23 20:59:17",31.40,75.30,0,NORMAL,NORMAL,NORMAL,Automatic,OFF,0,OFF,0,none,ESP32-ZONE-A,
501,"2026-03-23 20:59:33",31.50,75.30,0,NORMAL,NORMAL,NORMAL,Automatic,OFF,0,OFF,0,none,ESP32-ZONE-A,
502,"2026-03-23 20:59:50",31.40,75.30,0,NORMAL,NORMAL,NORMAL,Automatic,OFF,0,OFF,0,none,ESP32-ZONE-A,
503,"2026-03-23 21:00:07",31.40,75.20,0,NORMAL,NORMAL,NORMAL,Automatic,OFF,0,OFF,0,none,ESP32-ZONE-A,
504,"2026-03-23 21:00:24",31.40,75.30,0,NORMAL,NORMAL,NORMAL,Automatic,OFF,0,OFF,0,none,ESP32-ZONE-A,
505,"2026-03-23 21:00:41",31.40,75.30,0,NORMAL,NORMAL,NORMAL,Automatic,OFF,0,OFF,0,none,ESP32-ZONE-A,
506,"2026-03-23 21:00:57",31.40,75.20,0,NORMAL,NORMAL,NORMAL,Automatic,OFF,0,OFF,0,none,ESP32-ZONE-A,
507,"2026-03-23 21:01:14",31.40,75.20,0,NORMAL,NORMAL,NORMAL,Automatic,OFF,0,OFF,0,none,ESP32-ZONE-A,
508,"2026-03-23 21:01:31",31.40,75.30,0,NORMAL,NORMAL,NORMAL,Automatic,OFF,0,OFF,0,none,ESP32-ZONE-A,
509,"2026-03-23 21:01:47",31.40,75.30,0,NORMAL,NORMAL,NORMAL,Automatic,OFF,0,OFF,0,none,ESP32-ZONE-A,
510,"2026-03-23 21:02:04",31.40,75.30,0,NORMAL,NORMAL,NORMAL,Automatic,OFF,0,OFF,0,none,ESP32-ZONE-A,
511,"2026-03-23 21:02:21",31.40,75.20,0,NORMAL,NORMAL,NORMAL,Automatic,OFF,0,OFF,0,none,ESP32-ZONE-A,
512,"2026-03-23 21:02:38",31.40,75.40,0,NORMAL,NORMAL,NORMAL,Automatic,OFF,0,OFF,0,none,ESP32-ZONE-A,
513,"2026-03-23 21:02:54",31.40,75.20,0,NORMAL,NORMAL,NORMAL,Automatic,OFF,0,OFF,0,none,ESP32-ZONE-A,
514,"2026-03-23 21:03:11",31.40,75.30,0,NORMAL,NORMAL,NORMAL,Automatic,OFF,0,OFF,0,none,ESP32-ZONE-A,
515,"2026-03-23 21:03:28",31.40,75.20,0,NORMAL,NORMAL,NORMAL,Automatic,OFF,0,OFF,0,none,ESP32-ZONE-A,
516,"2026-03-23 21:03:44",31.40,75.30,0,NORMAL,NORMAL,NORMAL,Automatic,OFF,0,OFF,0,none,ESP32-ZONE-A,
517,"2026-03-23 21:04:01",31.40,75.30,0,NORMAL,NORMAL,NORMAL,Automatic,OFF,0,OFF,0,none,ESP32-ZONE-A,
518,"2026-03-23 21:04:18",31.40,75.20,0,NORMAL,NORMAL,NORMAL,Automatic,OFF,0,OFF,0,none,ESP32-ZONE-A,
519,"2026-03-23 21:04:35",31.40,75.30,0,NORMAL,NORMAL,NORMAL,Automatic,OFF,0,OFF,0,none,ESP32-ZONE-A,
520,"2026-03-23 21:04:52",31.40,75.20,0,NORMAL,NORMAL,NORMAL,Automatic,OFF,0,OFF,0,none,ESP32-ZONE-A,
521,"2026-03-23 21:05:09",31.40,75.30,0,NORMAL,NORMAL,NORMAL,Automatic,OFF,0,OFF,0,none,ESP32-ZONE-A,
522,"2026-03-23 21:05:25",31.40,75.30,0,NORMAL,NORMAL,NORMAL,Automatic,OFF,0,OFF,0,none,ESP32-ZONE-A,
523,"2026-03-23 21:05:42",31.40,75.20,0,NORMAL,NORMAL,NORMAL,Automatic,OFF,0,OFF,0,none,ESP32-ZONE-A,
524,"2026-03-23 21:05:59",31.40,75.20,0,NORMAL,NORMAL,NORMAL,Automatic,OFF,0,OFF,0,none,ESP32-ZONE-A,
525,"2026-03-23 21:27:26",31.40,76.00,0,NORMAL,NORMAL,NORMAL,Automatic,OFF,0,OFF,0,none,ESP32-ZONE-A,
526,"2026-03-23 21:27:43",31.50,75.90,0,NORMAL,NORMAL,NORMAL,Automatic,OFF,0,OFF,0,none,ESP32-ZONE-A,
527,"2026-03-23 21:27:59",31.50,75.70,0,NORMAL,NORMAL,NORMAL,Automatic,OFF,0,OFF,0,none,ESP32-ZONE-A,
528,"2026-03-23 21:28:16",31.50,75.50,0,NORMAL,NORMAL,NORMAL,Automatic,OFF,0,OFF,0,none,ESP32-ZONE-A,
529,"2026-03-23 21:28:33",31.60,75.40,0,NORMAL,NORMAL,NORMAL,Automatic,OFF,0,OFF,0,none,ESP32-ZONE-A,
530,"2026-03-23 21:28:49",31.60,75.20,0,NORMAL,NORMAL,NORMAL,Automatic,OFF,0,OFF,0,none,ESP32-ZONE-A,
531,"2026-03-23 21:29:06",31.70,75.10,0,NORMAL,NORMAL,NORMAL,Automatic,OFF,0,OFF,0,none,ESP32-ZONE-A,
532,"2026-03-23 21:29:23",31.70,75.00,0,NORMAL,NORMAL,NORMAL,Automatic,OFF,0,OFF,0,none,ESP32-ZONE-A,
533,"2026-03-23 21:29:40",31.70,75.00,0,NORMAL,NORMAL,NORMAL,Automatic,OFF,0,OFF,0,none,ESP32-ZONE-A,
534,"2026-03-23 21:29:56",31.80,74.90,0,NORMAL,NORMAL,NORMAL,Automatic,OFF,0,OFF,0,none,ESP32-ZONE-A,
535,"2026-03-23 21:30:13",31.80,74.80,0,NORMAL,NORMAL,NORMAL,Automatic,OFF,0,OFF,0,none,ESP32-ZONE-A,
536,"2026-03-23 21:30:30",31.80,74.70,0,NORMAL,NORMAL,NORMAL,Automatic,OFF,0,OFF,0,none,ESP32-ZONE-A,
537,"2026-03-23 21:30:47",31.80,74.60,0,NORMAL,NORMAL,NORMAL,Automatic,OFF,0,OFF,0,none,ESP32-ZONE-A,
538,"2026-03-23 21:31:03",31.80,74.50,0,NORMAL,NORMAL,NORMAL,Automatic,OFF,0,OFF,0,none,ESP32-ZONE-A,
539,"2026-03-23 21:31:20",31.90,74.40,0,NORMAL,NORMAL,NORMAL,Automatic,OFF,0,OFF,0,none,ESP32-ZONE-A,
540,"2026-03-23 21:31:37",31.90,74.30,0,NORMAL,NORMAL,NORMAL,Automatic,OFF,0,OFF,0,none,ESP32-ZONE-A,
541,"2026-03-23 21:31:54",31.90,74.20,0,NORMAL,NORMAL,NORMAL,Automatic,OFF,0,OFF,0,none,ESP32-ZONE-A,
542,"2026-03-23 21:32:11",31.90,74.10,0,NORMAL,NORMAL,NORMAL,Automatic,OFF,0,OFF,0,none,ESP32-ZONE-A,
543,"2026-03-23 21:32:27",32.00,74.00,0,NORMAL,NORMAL,NORMAL,Automatic,OFF,0,OFF,0,none,ESP32-ZONE-A,
544,"2026-03-23 21:32:44",32.00,74.00,0,NORMAL,NORMAL,NORMAL,Automatic,OFF,0,OFF,0,none,ESP32-ZONE-A,
545,"2026-03-23 21:33:01",32.00,74.10,0,NORMAL,NORMAL,NORMAL,Automatic,OFF,0,OFF,0,none,ESP32-ZONE-A,
546,"2026-03-23 21:33:18",32.00,73.90,0,NORMAL,NORMAL,NORMAL,Automatic,OFF,0,OFF,0,none,ESP32-ZONE-A,
547,"2026-03-23 21:33:35",32.00,74.00,0,NORMAL,NORMAL,NORMAL,Automatic,OFF,0,OFF,0,none,ESP32-ZONE-A,
548,"2026-03-23 21:33:51",32.00,73.90,0,NORMAL,NORMAL,NORMAL,Automatic,OFF,0,OFF,0,none,ESP32-ZONE-A,
549,"2026-03-23 21:34:08",32.10,73.80,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,OFF,0,none,ESP32-ZONE-A,
550,"2026-03-23 21:34:25",32.10,73.80,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,OFF,0,none,ESP32-ZONE-A,
551,"2026-03-23 21:34:42",32.10,73.60,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,OFF,0,none,ESP32-ZONE-A,
552,"2026-03-23 21:34:58",32.20,73.60,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,OFF,0,none,ESP32-ZONE-A,
553,"2026-03-23 21:35:15",32.20,73.30,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,OFF,0,none,ESP32-ZONE-A,
554,"2026-03-23 21:35:32",32.30,73.40,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,OFF,0,none,ESP32-ZONE-A,
555,"2026-03-23 21:35:48",32.30,73.40,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,OFF,0,none,ESP32-ZONE-A,
556,"2026-03-23 21:36:05",32.20,73.40,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,OFF,0,none,ESP32-ZONE-A,
557,"2026-03-23 21:36:22",32.20,73.40,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,OFF,0,none,ESP32-ZONE-A,
558,"2026-03-23 21:36:39",32.30,73.30,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,OFF,0,none,ESP32-ZONE-A,
559,"2026-03-23 21:36:55",32.30,73.20,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,OFF,0,none,ESP32-ZONE-A,
560,"2026-03-23 21:37:12",32.30,73.20,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,OFF,0,none,ESP32-ZONE-A,
561,"2026-03-23 21:37:29",32.30,73.00,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,OFF,0,none,ESP32-ZONE-A,
562,"2026-03-23 21:37:45",32.30,73.00,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,OFF,0,none,ESP32-ZONE-A,
563,"2026-03-23 21:38:02",32.40,73.00,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,OFF,0,none,ESP32-ZONE-A,
564,"2026-03-23 21:38:19",32.40,72.90,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,OFF,0,none,ESP32-ZONE-A,
565,"2026-03-23 21:38:35",32.40,72.90,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,OFF,0,none,ESP32-ZONE-A,
566,"2026-03-23 21:38:52",32.40,72.80,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,OFF,0,none,ESP32-ZONE-A,
567,"2026-03-23 21:39:08",32.40,73.00,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,13,temperature,ESP32-ZONE-A,
568,"2026-03-23 21:39:25",32.40,72.90,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,30,temperature,ESP32-ZONE-A,
569,"2026-03-23 21:39:41",32.40,72.80,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,46,temperature,ESP32-ZONE-A,
570,"2026-03-23 21:39:58",32.40,72.70,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,63,temperature,ESP32-ZONE-A,
571,"2026-03-23 21:40:15",32.40,72.60,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,80,temperature,ESP32-ZONE-A,
572,"2026-03-23 21:40:31",32.40,72.40,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,96,temperature,ESP32-ZONE-A,
573,"2026-03-23 21:40:48",32.50,72.50,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,113,temperature,ESP32-ZONE-A,
574,"2026-03-23 21:41:05",32.40,72.50,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,130,temperature,ESP32-ZONE-A,
575,"2026-03-23 21:41:22",32.50,72.40,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,147,temperature,ESP32-ZONE-A,
576,"2026-03-23 21:41:38",32.50,72.50,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,164,temperature,ESP32-ZONE-A,
577,"2026-03-23 21:41:55",32.50,72.50,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,180,temperature,ESP32-ZONE-A,
578,"2026-03-23 21:42:12",32.50,72.50,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,197,temperature,ESP32-ZONE-A,
579,"2026-03-23 21:42:28",32.50,72.50,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,213,temperature,ESP32-ZONE-A,
580,"2026-03-23 21:42:45",32.60,72.50,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,230,temperature,ESP32-ZONE-A,
581,"2026-03-23 21:43:02",32.60,72.40,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,247,temperature,ESP32-ZONE-A,
582,"2026-03-23 21:43:19",32.60,72.40,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,264,temperature,ESP32-ZONE-A,
583,"2026-03-23 21:43:35",32.60,72.40,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,280,temperature,ESP32-ZONE-A,
584,"2026-03-23 21:43:52",32.60,72.30,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,297,temperature,ESP32-ZONE-A,
585,"2026-03-23 21:44:09",32.60,72.40,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,314,temperature,ESP32-ZONE-A,
586,"2026-03-23 21:44:26",32.60,72.30,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,331,temperature,ESP32-ZONE-A,
587,"2026-03-23 21:44:42",32.60,72.20,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,347,temperature,ESP32-ZONE-A,
588,"2026-03-23 21:44:59",32.60,72.10,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,364,temperature,ESP32-ZONE-A,
589,"2026-03-23 21:45:16",32.60,72.10,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,381,temperature,ESP32-ZONE-A,
590,"2026-03-23 21:45:33",32.60,72.00,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,398,temperature,ESP32-ZONE-A,
591,"2026-03-23 21:45:49",32.60,72.10,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,414,temperature,ESP32-ZONE-A,
592,"2026-03-23 21:46:06",32.70,72.00,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,431,temperature,ESP32-ZONE-A,
593,"2026-03-23 21:46:23",32.70,72.10,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,448,temperature,ESP32-ZONE-A,
594,"2026-03-23 21:46:40",32.70,72.00,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,465,temperature,ESP32-ZONE-A,
595,"2026-03-23 21:46:56",32.70,72.00,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,481,temperature,ESP32-ZONE-A,
596,"2026-03-23 21:47:13",32.70,71.90,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,498,temperature,ESP32-ZONE-A,
597,"2026-03-23 21:47:30",32.70,71.90,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,515,temperature,ESP32-ZONE-A,
598,"2026-03-23 21:47:47",32.70,71.80,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,532,temperature,ESP32-ZONE-A,
599,"2026-03-23 21:48:03",32.70,71.80,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,548,temperature,ESP32-ZONE-A,
600,"2026-03-23 21:48:20",32.70,71.90,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,565,temperature,ESP32-ZONE-A,
601,"2026-03-23 21:48:37",32.70,71.80,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,582,temperature,ESP32-ZONE-A,
602,"2026-03-23 21:48:54",32.70,71.70,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,599,temperature,ESP32-ZONE-A,
603,"2026-03-23 21:49:10",32.70,71.70,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,615,temperature,ESP32-ZONE-A,
604,"2026-03-23 21:49:27",32.70,71.50,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,632,temperature,ESP32-ZONE-A,
605,"2026-03-23 21:49:44",32.80,71.60,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,649,temperature,ESP32-ZONE-A,
606,"2026-03-23 21:50:01",32.80,71.60,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,666,temperature,ESP32-ZONE-A,
607,"2026-03-23 21:50:17",32.80,71.60,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,682,temperature,ESP32-ZONE-A,
608,"2026-03-23 21:50:34",32.80,71.50,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,699,temperature,ESP32-ZONE-A,
609,"2026-03-23 21:50:51",32.80,71.50,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,716,temperature,ESP32-ZONE-A,
610,"2026-03-23 21:51:08",32.80,71.50,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,733,temperature,ESP32-ZONE-A,
611,"2026-03-23 21:51:24",32.80,71.60,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,749,temperature,ESP32-ZONE-A,
612,"2026-03-23 21:51:41",32.80,71.50,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,766,temperature,ESP32-ZONE-A,
613,"2026-03-23 21:51:58",32.80,71.30,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,783,temperature,ESP32-ZONE-A,
614,"2026-03-23 21:52:14",32.80,71.40,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,800,temperature,ESP32-ZONE-A,
